year,firstname,sex
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2008,ALEXIS,F
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,M
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
2009,ALEXIS,F
